TXNAME	GENEID	Bear_R1.sorted	CML10_R1.sorted	Chipie_R1.sorted	ChrystalPoumon_R1.sorted	ChrystalRate_R1.sorted	Popsi_R1.sorted	Twiny_R1.sorted	Vico_R1.sorted
ENSCAFT00805046837	ENSCAFG00805025854	3.59985	13.34019	1.15168	0	2.21046	9.2479	6.77584	2.14564
ENSCAFT00805046838	ENSCAFG00805025863	0	0	0	0	0	1	0	0
ENSCAFT00805046839	ENSCAFG00805025862	0	0	0	0	0	0	0	0
ENSCAFT00805046840	ENSCAFG00805025835	8.82881	46.15572	9.08	219.8108	0	16.12246	24.49313	0
ENSCAFT00805046841	ENSCAFG00805025858	2.24568	332.80126	0	545.81287	408.08802	20.12658	4.68755	223.69305
ENSCAFT00805046842	ENSCAFG00805025864	0	0	2	1	1	0	0	0
ENSCAFT00805046843	ENSCAFG00805025850	0	0	0	0	0	0	0	0
ENSCAFT00805046844	ENSCAFG00805025866	0	0	0	0	0	0	0	0
ENSCAFT00805046845	ENSCAFG00805025795	0	0	0	0	0	0	0	0
ENSCAFT00805046846	ENSCAFG00805025867	0	0	0	0	0	0	0	0
ENSCAFT00805046847	ENSCAFG00805025797	0	0	0.6	0	0	0	0	0
ENSCAFT00805046848	ENSCAFG00805025817	0	121.33172	0.15815	52.75159	25.72639	48.43254	16.75816	22.22065
ENSCAFT00805046849	ENSCAFG00805025827	0	0	0	1	0	0	0	0
ENSCAFT00805046850	ENSCAFG00805025865	24.19409	274.17535	18.66667	270.88865	274.2342	258.00792	20.06667	268.59152
ENSCAFT00805046851	ENSCAFG00805025764	0	0	0.33333	0	0	0.66667	0	0
ENSCAFT00805046852	ENSCAFG00805025871	0	0	0	0	0	0	0	0
ENSCAFT00805046853	ENSCAFG00805025870	18.74895	28.93517	53.59089	69.5653	5.33752	70.87405	96.19836	31.71484
ENSCAFT00805046854	ENSCAFG00805025872	2.5	37	129	1.5	118.63636	8	26	26
ENSCAFT00805046855	ENSCAFG00805025858	1.75432	0	0	428.43375	662.78686	20.82098	0	206.81056
ENSCAFT00805046856	ENSCAFG00805025811	0	0	0	0	0	0	0	0
ENSCAFT00805046857	ENSCAFG00805025850	0	0	0	0	0	0	0	0
ENSCAFT00805046858	ENSCAFG00805025868	0	0	28.83373	9.23643	0	11.04348	5.79445	0
ENSCAFT00805046859	ENSCAFG00805025869	148.27506	293.54485	128.65301	269.43013	60.79039	50.37412	105.1107	106.41248
ENSCAFT00805046860	ENSCAFG00805025872	2.5	0	0	1.5	26.36364	0	0	0
ENSCAFT00805046861	ENSCAFG00805025874	0	0	0	0	0	0	0	0
ENSCAFT00805046862	ENSCAFG00805025875	0	0	0	0	0	0	0	0
ENSCAFT00805046863	ENSCAFG00805025877	0	0	0	0	0	0	0	0
ENSCAFT00805046864	ENSCAFG00805025833	83.43566	79.96696	116.22741	86.79945	61.47341	109.04987	67.47662	25
ENSCAFT00805046865	ENSCAFG00805025878	0	0	0	0	0	0	0	0
ENSCAFT00805046866	ENSCAFG00805025881	0	0	0	0	0	0	0	0
ENSCAFT00805046867	ENSCAFG00805025882	0	1	0	0	0	0	1	0
ENSCAFT00805046868	ENSCAFG00805025870	15.47698	43.28876	14.56125	44.84262	10.03875	37.75007	55.95473	20.53038
ENSCAFT00805046869	ENSCAFG00805025827	0	0	0	1	0	0	0	0
ENSCAFT00805046870	ENSCAFG00805025764	0	0	0.33333	0	0	0.66667	0	0
ENSCAFT00805046871	ENSCAFG00805025813	1.03451	0	3.57197	0	12.89779	6.64278	10.00787	8.01246
ENSCAFT00805046872	ENSCAFG00805025858	0	0	0	5.86549	2.13669	0	0	0
ENSCAFT00805046873	ENSCAFG00805025868	48.35147	118.00358	292.45641	46.18214	31.17194	110.43478	202.80591	23
ENSCAFT00805046874	ENSCAFG00805025883	0	0	5.18098	0	3	1	0	1
ENSCAFT00805046875	ENSCAFG00805025797	0	0	0	0	0	0	0	0
ENSCAFT00805046876	ENSCAFG00805025887	0	0	0	0	0	0	0	0
ENSCAFT00805046877	ENSCAFG00805025883	1	0	1.81902	1	0	0	0	0
ENSCAFT00805046878	ENSCAFG00805025880	0	15.22355	18.06016	12.5101	28.36602	49.01257	0	0
ENSCAFT00805046879	ENSCAFG00805025795	0	0	0	0	0	0	0	0
ENSCAFT00805046880	ENSCAFG00805025868	25.89982	71.33077	2.52898	35.27724	0	5.52174	0	0
ENSCAFT00805046881	ENSCAFG00805025893	0	0	0	0	0	0	0	0
ENSCAFT00805046882	ENSCAFG00805025884	808	333	489	504.28704	583	648	822.75204	345
ENSCAFT00805046883	ENSCAFG00805025869	154.72494	0	0	4.55177	0	0	0.16479	0
ENSCAFT00805046884	ENSCAFG00805025854	248.88841	402.76875	300.11469	270.84923	279.99384	409.13806	342.12122	93.74472
ENSCAFT00805046885	ENSCAFG00805025797	8.17667	37.625	10	25	21.9376	47	18	6
ENSCAFT00805046886	ENSCAFG00805025896	0	0	0	0	0	0	0	0
ENSCAFT00805046887	ENSCAFG00805025873	16.82353	34.75376	84	4.47071	5	33	22.51989	1
ENSCAFT00805046888	ENSCAFG00805025897	0	0	0	0	0	0	0	0
ENSCAFT00805046889	ENSCAFG00805025837	3.38867	39.13198	41.1873	11.44862	22.71528	17	14.23247	5
ENSCAFT00805046890	ENSCAFG00805025889	0	0	0	0	0	0	0	0
ENSCAFT00805046891	ENSCAFG00805025892	0	0	0	0	0	0	0	0
ENSCAFT00805046892	ENSCAFG00805025886	11	21	20	5	18	11	9	16
ENSCAFT00805046893	ENSCAFG00805025891	0	0	0	0	0	0	0	0
ENSCAFT00805046894	ENSCAFG00805024393	0.72411	0	0.3481	0.70493	2.37822	0	0.51291	0
ENSCAFT00805046895	ENSCAFG00805025888	0	4.52011	0	18.38524	12.15435	0	2.31624	6.56857
ENSCAFT00805046896	ENSCAFG00805025900	0	0	0	0	0	0	0	0
ENSCAFT00805046897	ENSCAFG00805025902	0	0	0	0	0	0	0	0
ENSCAFT00805046898	ENSCAFG00805025890	0	0	0	0	0	0	0	0
ENSCAFT00805046899	ENSCAFG00805025901	0	2	0	0	0	0	0	0
ENSCAFT00805046900	ENSCAFG00805025884	0	0	0	4.71296	0	0	2.24796	0
ENSCAFT00805046901	ENSCAFG00805025899	1.19513	0	0	0	0	0	1.32058	0
ENSCAFT00805046902	ENSCAFG00805025880	0	0	0	0	0	0	0	0
ENSCAFT00805046903	ENSCAFG00805025895	0	0	0.5205	0	0	0	0	1
ENSCAFT00805046904	ENSCAFG00805025845	0	7	0	0	0	21.69863	0	0
ENSCAFT00805046905	ENSCAFG00805025904	0	0	0	0	0	0	0	0
ENSCAFT00805046906	ENSCAFG00805025885	0	0	0	0	0	0	1	0
ENSCAFT00805046907	ENSCAFG00805025876	0	0	0	0	0	1	1	0
ENSCAFT00805046908	ENSCAFG00805025869	0	442.45515	408.34699	184.0181	31.20961	43.62588	214.7245	106.58752
ENSCAFT00805046909	ENSCAFG00805025889	0	0	0	0	0	0	0	0
ENSCAFT00805046910	ENSCAFG00805025907	0	0	0	0	0	0	0	0
ENSCAFT00805046911	ENSCAFG00805025910	17.10345	31.86207	25.75115	136.81818	18.81818	26.48837	52	18.12796
ENSCAFT00805046912	ENSCAFG00805025898	66.69697	99.6875	86.66667	170.73333	65.7	112.48913	186.19576	32.64706
ENSCAFT00805046913	ENSCAFG00805025764	0	0	0	0	0	0	0	0
ENSCAFT00805046914	ENSCAFG00805025837	0	0	0	0	0	0	0	0
ENSCAFT00805046915	ENSCAFG00805025891	0	0	0	0	0	0	0	0
ENSCAFT00805046916	ENSCAFG00805025903	0	0	0	0	0	0	0	0
ENSCAFT00805046917	ENSCAFG00805025894	0	0	0	0	0	2	0	0
ENSCAFT00805046918	ENSCAFG00805025909	35	155	413	1501	238	330	176	313
ENSCAFT00805046919	ENSCAFG00805025910	0	0	1.54163	6.36364	2.09091	4.67442	4	1.43483
ENSCAFT00805046920	ENSCAFG00805025908	2357.47178	14489.89419	3692.32544	5036.12584	1251.76639	4099.60894	3176.47756	599.01134
ENSCAFT00805046921	ENSCAFG00805024393	0	0	0	0	0	0	0	0
ENSCAFT00805046922	ENSCAFG00805025817	21.00301	0.00001	9.44027	40.4447	0.00001	5.65567	0	0
ENSCAFT00805046923	ENSCAFG00805025898	4.30303	16.3125	17.33333	26.26667	7.3	18.51087	12.80424	4.35294
ENSCAFT00805046924	ENSCAFG00805025849	56.52504	278.54262	199.16206	78.42913	25.41258	64	70.29638	12
ENSCAFT00805046925	ENSCAFG00805025913	0	0	0	0	0	0	0	0
ENSCAFT00805046926	ENSCAFG00805025911	0	0	0	0	0	0	0	0
ENSCAFT00805046927	ENSCAFG00805025914	0	0	0	0	0	0	0	0
ENSCAFT00805046928	ENSCAFG00805025899	5.94163	0	9.70798	9.17647	3.7037	0	0	1.59091
ENSCAFT00805046929	ENSCAFG00805025879	0	0	0	0	0	0	0	0
ENSCAFT00805046930	ENSCAFG00805025886	0	0	0	1	0	0	0	0
ENSCAFT00805046931	ENSCAFG00805025912	1	6	12	1	1	2	1	2
ENSCAFT00805046932	ENSCAFG00805025910	44.89655	34.13793	44.70722	66.81818	48.09091	35.83721	16	67.43721
ENSCAFT00805046933	ENSCAFG00805025919	0	0	0	0	0	0	0	0
ENSCAFT00805046934	ENSCAFG00805025915	0	0	0	0	0	0	0	0
ENSCAFT00805046935	ENSCAFG00805025917	0	0	0	0	0	0	0	0
ENSCAFT00805046936	ENSCAFG00805025906	0	4	0	0	0	0	0	0
ENSCAFT00805046937	ENSCAFG00805025898	0	0	0	0	0	0	0	0
ENSCAFT00805046938	ENSCAFG00805025908	1.36903	14.0321	3.79999	1.6157	1.31626	2.63895	2.62519	1.3341
ENSCAFT00805046939	ENSCAFG00805025895	0	0	0	0	0	0	0	0
ENSCAFT00805046940	ENSCAFG00805025890	0	0	0	0	0	0	0	0
ENSCAFT00805046941	ENSCAFG00805025797	0	0	0	0	0	1	0	0
ENSCAFT00805046942	ENSCAFG00805025876	0	0	0	0	0	0	1	0
ENSCAFT00805046943	ENSCAFG00805025888	53.67573	288.99648	162.21246	64.58521	75.47669	41.73824	111.43562	70.36285
ENSCAFT00805046944	ENSCAFG00805025922	0	4.26648	13	33.73835	14.58157	0	2.13413	19.46446
ENSCAFT00805046945	ENSCAFG00805025833	0	0	0	0	0	0	0	0
ENSCAFT00805046946	ENSCAFG00805025916	11.77721	4.64431	1.13449	75.23478	8.55542	3.76251	24.55244	3.55748
ENSCAFT00805046947	ENSCAFG00805025918	0	0	5	0	0	0	0	0
ENSCAFT00805046948	ENSCAFG00805024393	0.72411	0	0.3481	1.46299	3.85785	0	0.51291	0
ENSCAFT00805046949	ENSCAFG00805025924	0	0	0	0	0	0	0	0
ENSCAFT00805046950	ENSCAFG00805025926	0	0	0	1	0	0	1	0
ENSCAFT00805046951	ENSCAFG00805025927	0	0	1	0	0	0	0	0
ENSCAFT00805046952	ENSCAFG00805025923	0	9	5	10	3	2	1	1
ENSCAFT00805046953	ENSCAFG00805025928	96.62993	186.44611	136.63143	242.83827	217.37985	214.58779	222.11861	46.43548
ENSCAFT00805046954	ENSCAFG00805025925	2	7	19	6	5	4	1	7
ENSCAFT00805046955	ENSCAFG00805025783	116.64226	229.63712	60.51026	106.8899	41.54443	71.541	92.60208	37
ENSCAFT00805046956	ENSCAFG00805025908	1402.60094	2523.21323	1674.42226	1148.789	580.84391	1900.57938	1134.63939	286.02967
ENSCAFT00805046957	ENSCAFG00805025854	7.96462	0	3.87559	2.74862	0	0	6.64126	6.5122
ENSCAFT00805046958	ENSCAFG00805025930	0	0	0	0	0	0	0	0
ENSCAFT00805046959	ENSCAFG00805025921	1	25.24378	1.86734	20.31928	5.4776	13.70029	41.66027	5.49956
ENSCAFT00805046960	ENSCAFG00805025929	0	0	0	0	0	0	0	0
ENSCAFT00805046961	ENSCAFG00805025906	0	0	0	0	0	0	0	0
ENSCAFT00805046962	ENSCAFG00805025931	3	25	87	83	59	20	3	39
ENSCAFT00805046963	ENSCAFG00805025933	0	0	0	0	0	0	0	0
ENSCAFT00805046965	ENSCAFG00805025817	50.31126	47.34373	46.2032	16.46664	81.54258	96.50982	78.76843	19.83623
ENSCAFT00805046966	ENSCAFG00805025908	18.55825	59.86048	49.45231	15.46947	20.07344	34.17273	19.25786	6.62489
ENSCAFT00805046967	ENSCAFG00805025928	46.86964	163.60154	176.36857	72.65945	96.1837	140.77543	145.00346	58.34572
ENSCAFT00805046968	ENSCAFG00805025934	0	1	0	0	0	1	0	0
ENSCAFT00805046969	ENSCAFG00805025936	0	0	0	0	0	0	0	0
ENSCAFT00805046970	ENSCAFG00805025830	0	50	18	0	0	2	2	0
ENSCAFT00805046971	ENSCAFG00805025918	0	0	0	0	0	0	0	0
ENSCAFT00805046972	ENSCAFG00805025899	186.86324	75	443.29202	146.82353	46.2963	97	158.67942	33.40909
ENSCAFT00805046973	ENSCAFG00805025888	0	3.85329	0	0	0	0	0	0
ENSCAFT00805046974	ENSCAFG00805025937	0	0	0	0	0	0	0	0
ENSCAFT00805046975	ENSCAFG00805025797	7.82333	5.375	0	0	0	0	0	0
ENSCAFT00805046976	ENSCAFG00805025895	0	0	0.5205	0	0	0	0	0
ENSCAFT00805046977	ENSCAFG00805025921	0	77.59941	2.26532	9.1391	7.36739	43.48567	1.87578	1.00663
ENSCAFT00805046978	ENSCAFG00805025849	0	0.00001	0	0	0	0	5.2372	0
ENSCAFT00805046979	ENSCAFG00805025888	11.32427	36.63011	25.78754	10.02954	18.36896	18.26176	48.24814	20.06857
ENSCAFT00805046980	ENSCAFG00805025939	0	0	0	0	0	0	0	0
ENSCAFT00805046981	ENSCAFG00805025916	424.83265	201.87615	212.9591	422.19722	223.61443	255.3002	529.03162	88.34154
ENSCAFT00805046982	ENSCAFG00805025854	0	1.38136	1.30225	2.31503	0	1.16922	4.63597	0
ENSCAFT00805046983	ENSCAFG00805025817	0	0	0	0	0	0	0	0
ENSCAFT00805046984	ENSCAFG00805025833	0	1.26674	2.92499	2.60376	0	0	3.96	0
ENSCAFT00805046985	ENSCAFG00805025783	1.35773	16.99426	1.48974	4.1101	5.45557	5.22957	6.95956	0
ENSCAFT00805046986	ENSCAFG00805025941	0	0	0	0	0	0	0	0
ENSCAFT00805046987	ENSCAFG00805025942	0	0	0	0	0	0	0	0
ENSCAFT00805046988	ENSCAFG00805025944	0	0	0	0	0	0	0	0
ENSCAFT00805046989	ENSCAFG00805025830	0	50	18	0	0	2	2	0
ENSCAFT00805046990	ENSCAFG00805025945	2	0	0	0	0	12	1	4
ENSCAFT00805046991	ENSCAFG00805025905	0	0	0	0	0	0	0	0
ENSCAFT00805046992	ENSCAFG00805025921	0	0	0	0	0	0	0	0
ENSCAFT00805046993	ENSCAFG00805025946	79	35	16	23	11	31	31	18
ENSCAFT00805046994	ENSCAFG00805025947	0	0	0	0	0	0	0	0
ENSCAFT00805046995	ENSCAFG00805025948	0	0	0	0	0	0	0	0
ENSCAFT00805046996	ENSCAFG00805025783	0	0	0	0	0	0	2.43836	0
ENSCAFT00805046997	ENSCAFG00805024393	0.72411	6.74352	0.3481	1.46299	3.85785	0	0.51291	0
ENSCAFT00805046998	ENSCAFG00805025952	0	0	0	0	0	0	0	0
ENSCAFT00805046999	ENSCAFG00805025849	0	0	0	0	0	0	0	0
ENSCAFT00805047000	ENSCAFG00805025954	0	0	0	0	0	0	0	0
ENSCAFT00805047001	ENSCAFG00805025943	0	0	31.44316	22.29362	0	13.0228	3.27045	13.92065
ENSCAFT00805047002	ENSCAFG00805025920	8.98184	63.79105	89.70391	107.22319	8	41.71893	51.64916	28
ENSCAFT00805047003	ENSCAFG00805025916	0.00002	23.24673	0	30.7088	16.87347	0	0.00003	0
ENSCAFT00805047004	ENSCAFG00805025955	0	0	0	0	0	0	0	0
ENSCAFT00805047005	ENSCAFG00805025949	0	10.91239	0	0	0	1	0	0
ENSCAFT00805047006	ENSCAFG00805025957	0	0	0	0	0	0	0	0
ENSCAFT00805047007	ENSCAFG00805025958	18	63	32	14	34	22	27	13
ENSCAFT00805047008	ENSCAFG00805025960	0	0	0	0	0	0	0	0
ENSCAFT00805047009	ENSCAFG00805025894	0	0	0	0	0	2	0	0
ENSCAFT00805047010	ENSCAFG00805025956	0	0	0	2626	1006	14	0	2217
ENSCAFT00805047011	ENSCAFG00805025916	64.01216	10.47236	67.10362	340.48815	92.20395	26.99383	81.08237	46.74616
ENSCAFT00805047012	ENSCAFG00805025849	0	1.21194	0	0	0	0	0	0
ENSCAFT00805047013	ENSCAFG00805025961	0	0	0	0	0	0	0	0
ENSCAFT00805047014	ENSCAFG00805025935	0	0	0	0	0	0	0	0
ENSCAFT00805047015	ENSCAFG00805025953	8	7	14	26	30	79	69	18
ENSCAFT00805047016	ENSCAFG00805025943	137	309	325.55684	349.70638	329	584.43516	290.18102	141.07935
ENSCAFT00805047017	ENSCAFG00805025959	0	0	0	10.6362	1.28861	0	0	1.26148
ENSCAFT00805047018	ENSCAFG00805025916	21.37795	14.76045	24.80279	71.37105	60.75273	11.94346	25.33355	14.35483
ENSCAFT00805047019	ENSCAFG00805025964	0	1	1.03623	2.10656	3.11159	9	1	1
ENSCAFT00805047020	ENSCAFG00805025965	0	0	0	0	0	0	0	0
ENSCAFT00805047021	ENSCAFG00805025849	0	0	0	8.35376	0	0	0	0
ENSCAFT00805047022	ENSCAFG00805025966	0	1	0	0	0	0	0	0
ENSCAFT00805047023	ENSCAFG00805025963	0	0	0	1	0	0	0	2
ENSCAFT00805047024	ENSCAFG00805025920	8.98184	0	0	4.11318	8	0	36.16851	0
ENSCAFT00805047025	ENSCAFG00805025967	1	1	1	2	1	0	0	0
ENSCAFT00805047026	ENSCAFG00805025959	0	0	0	41.32787	3.19013	0	0	0
ENSCAFT00805047027	ENSCAFG00805025783	0	0	0	0	0	2.22943	0	0
ENSCAFT00805047028	ENSCAFG00805025969	94	164	148	258	88	90	252	103
ENSCAFT00805047029	ENSCAFG00805024393	0.72411	0	0	0	0	0	0	0
ENSCAFT00805047030	ENSCAFG00805025962	0	0	0	0	0	0	0	0
ENSCAFT00805047031	ENSCAFG00805025938	54	53	59	104	49	45	149	41
ENSCAFT00805047032	ENSCAFG00805025943	0	0	0	0	0	2.54203	2.54853	0
ENSCAFT00805047034	ENSCAFG00805025970	14	17	0	15	0	0	1	1
ENSCAFT00805047035	ENSCAFG00805025783	0	7.36862	0	0	0	0	0	0
ENSCAFT00805047036	ENSCAFG00805025905	0	0	0	0	0	0	0	0
ENSCAFT00805047037	ENSCAFG00805025974	0	0	0	2	0	0	2	0
ENSCAFT00805047038	ENSCAFG00805024393	2.22066	0.49567	0	1.46299	3.85785	2.16172	0.51291	0
ENSCAFT00805047039	ENSCAFG00805025976	0	0	0	0	0	0	0	0
ENSCAFT00805047040	ENSCAFG00805025978	0	0	0	0	0	0	0	0
ENSCAFT00805047041	ENSCAFG00805025783	0	0	0	0	0	0	0	0
ENSCAFT00805047042	ENSCAFG00805025975	0	0	0	0	0	0	0	0
ENSCAFT00805047043	ENSCAFG00805025962	0	0	2	0	0	0	0	0
ENSCAFT00805047044	ENSCAFG00805025979	0	0	0	0	0	0	0	0
ENSCAFT00805047045	ENSCAFG00805025976	0	0	0	0	0	0	0	0
ENSCAFT00805047046	ENSCAFG00805025981	91	145	816	183	116	131	83	151
ENSCAFT00805047047	ENSCAFG00805025920	8.98184	0	0	4.11318	8	0	0	0
ENSCAFT00805047048	ENSCAFG00805025972	310	386	554	847	122	884	428	181
ENSCAFT00805047049	ENSCAFG00805025976	0	0	0	0	0	0	0	0
ENSCAFT00805047050	ENSCAFG00805025983	0	0	0	0	0	0	0	0
ENSCAFT00805047051	ENSCAFG00805025982	0	0	0	0	0	0	0	0
ENSCAFT00805047052	ENSCAFG00805025980	6	8.25	7	80.30346	16.76471	11.4	17.88235	9.77778
ENSCAFT00805047053	ENSCAFG00805025976	0	0	0	0	0	0	0	0
ENSCAFT00805047054	ENSCAFG00805025920	8.98184	0	0	4.11318	8	0	18.08426	0
ENSCAFT00805047055	ENSCAFG00805025977	257	1015	1142	1878	617	327	467	713
ENSCAFT00805047056	ENSCAFG00805025976	0	0	0	0	0	0	0	0
ENSCAFT00805047057	ENSCAFG00805025984	0	1	0	0	0	0	0	0
ENSCAFT00805047058	ENSCAFG00805025985	4	0	0	4	0	0	0	0
ENSCAFT00805047059	ENSCAFG00805025980	2	2.75	4	14.98998	2.23529	3.10909	1.11765	1.22222
ENSCAFT00805047060	ENSCAFG00805025986	0	0	2.5	0	0.5	0	0	0
ENSCAFT00805047061	ENSCAFG00805025849	0	0	0	0	0	0	0	0
ENSCAFT00805047062	ENSCAFG00805025986	0	0	2.5	0	0.5	0	0	0
ENSCAFT00805047063	ENSCAFG00805025990	0	0	0	0	0	0	0	0
ENSCAFT00805047064	ENSCAFG00805025989	2	3	0	0	0	0	0	0
ENSCAFT00805047065	ENSCAFG00805025987	888	1377	1673	4579	1969	981	1992	1199
ENSCAFT00805047066	ENSCAFG00805025989	0	0	0	0	0	0	0	0
ENSCAFT00805047067	ENSCAFG00805025991	4.77859	8.85516	0	8.49273	6.4474	6.92585	6.70705	0
ENSCAFT00805047068	ENSCAFG00805025998	0	0	0	0	0	0	0	0
ENSCAFT00805047069	ENSCAFG00805025987	0	0	0	0	0	0	0	0
ENSCAFT00805047070	ENSCAFG00805025972	0	0	0	0	0	0	0	0
ENSCAFT00805047071	ENSCAFG00805025999	0	0	0	0	0	0	0	0
ENSCAFT00805047072	ENSCAFG00805025993	0	0	0	1.61775	6.11312	1.65779	1.66977	4.90987
ENSCAFT00805047073	ENSCAFG00805026001	0	0	0	0	0	0	0	0
ENSCAFT00805047074	ENSCAFG00805025920	0	0	0	0	0	0	0	0
ENSCAFT00805047075	ENSCAFG00805025905	0	0	0	0	0	0	0	0
ENSCAFT00805047076	ENSCAFG00805025980	0	0	0	0	0	0	0	0
ENSCAFT00805047077	ENSCAFG00805025997	0	0	9	22	0	0	0	0
ENSCAFT00805047078	ENSCAFG00805026005	0	0	0	0	0	0	0	0
ENSCAFT00805047079	ENSCAFG00805026006	0	0	0	0	0	0	0	0
ENSCAFT00805047080	ENSCAFG00805026003	0	0	0	0	0	0	0	0
ENSCAFT00805047081	ENSCAFG00805026008	0	0	0	0	0	0	0	0
ENSCAFT00805047082	ENSCAFG00805026010	1	2	3	1	0	0	0	1
ENSCAFT00805047083	ENSCAFG00805025991	5.20122	10.92089	3	4.53609	2.04766	27.2686	14.31467	1.09091
ENSCAFT00805047084	ENSCAFG00805025920	0	0	0	0	0	0	0	0
ENSCAFT00805047085	ENSCAFG00805026002	15	653	201	220	119	146	70	56
ENSCAFT00805047086	ENSCAFG00805025968	0	0	0	0	0	0	0	0
ENSCAFT00805047087	ENSCAFG00805025951	0	0	0	0	0	0	0	0
ENSCAFT00805047088	ENSCAFG00805025993	14.08791	0	1	14.18269	26.62452	19.34221	7.33023	7.94482
ENSCAFT00805047089	ENSCAFG00805026007	0	0	0	0	0	0	0	0
ENSCAFT00805047090	ENSCAFG00805026000	0	0	0	0	0	0	0	0
ENSCAFT00805047091	ENSCAFG00805025996	21.76948	475.20391	19.10716	68.03631	24.82131	15.7668	43.61482	9
ENSCAFT00805047092	ENSCAFG00805026012	38	56	17.28	2	0	32	26	0
ENSCAFT00805047093	ENSCAFG00805026009	1	5	204	130	43	5	0	30
ENSCAFT00805047094	ENSCAFG00805026014	0	0	0	0	0	0	0	0
ENSCAFT00805047095	ENSCAFG00805026004	0	0	0	0	0	0	0	7.52381
ENSCAFT00805047096	ENSCAFG00805025994	40.24074	125.2808	60.04085	77.0265	18.56918	113.30559	94.73298	28.98372
ENSCAFT00805047097	ENSCAFG00805026011	0	0	0	0	0	0	0	0
ENSCAFT00805047098	ENSCAFG00805025968	0	0	0	0	0	0	0	0
ENSCAFT00805047099	ENSCAFG00805025951	0	0	0	0	0	0	0	0
ENSCAFT00805047100	ENSCAFG00805026013	18	41.83872	23.63693	52.24578	17.82949	24.53846	18	41.72316
ENSCAFT00805047101	ENSCAFG00805026019	0	0	0	0	0	0	0	0
ENSCAFT00805047102	ENSCAFG00805026016	0	0	0	0	1.02723	0	0	0
ENSCAFT00805047103	ENSCAFG00805025920	0	0	0	0	0	0	0	0
ENSCAFT00805047104	ENSCAFG00805026020	0	0	0	0	0	0	0	0
ENSCAFT00805047105	ENSCAFG00805026011	6	7	2	0	0	5.41667	0	0
ENSCAFT00805047106	ENSCAFG00805025973	0	0	0	2	0	1	0	1
ENSCAFT00805047107	ENSCAFG00805026015	3.14485	7.45245	0	12.09337	4.24167	1.07178	9.58772	9.14111
ENSCAFT00805047108	ENSCAFG00805026022	58.27528	65.29932	27.61552	107.14683	27.10687	77.62642	63.67844	30.37385
ENSCAFT00805047109	ENSCAFG00805026023	0	0	0	0	0	0	0	0
ENSCAFT00805047110	ENSCAFG00805026009	0	0	0	0	0	0	0	0
ENSCAFT00805047111	ENSCAFG00805026025	0	0	0	0	0	0	0	0
ENSCAFT00805047112	ENSCAFG00805026017	23	27	21	54	22	26	31	35
ENSCAFT00805047113	ENSCAFG00805026029	0	0	0	0	0	0	0	0
ENSCAFT00805047114	ENSCAFG00805026023	0	0	0	0	0	0	0	0
ENSCAFT00805047115	ENSCAFG00805026013	0	0	0	0	0	0	0	0
ENSCAFT00805047116	ENSCAFG00805026030	0	0	0	0	0	0	0	0
ENSCAFT00805047117	ENSCAFG00805026031	0	0	0	0	0	0	0	0
ENSCAFT00805047118	ENSCAFG00805026028	224.02341	264.80423	258.63508	444.62774	181.6055	320.21799	313.96331	217.79222
ENSCAFT00805047119	ENSCAFG00805026018	0.5	0.5	0	13.57143	21.46154	2	0.5	6.33333
ENSCAFT00805047120	ENSCAFG00805026033	18.375	20	13.3	19	12	29	7	13
ENSCAFT00805047121	ENSCAFG00805025920	0	0	0	0	0	0	0	0
ENSCAFT00805047122	ENSCAFG00805026004	4.2	0	13.65064	161.38384	56.57143	2.89474	13.37209	15.04762
ENSCAFT00805047123	ENSCAFG00805026024	0	3	2	0	0	1	0	0
ENSCAFT00805047124	ENSCAFG00805026027	17.17333	10.33333	27.28395	9.69231	4.5	14.77273	31.62162	6.08696
ENSCAFT00805047125	ENSCAFG00805026007	16	62	47	74	29	1	0	10
ENSCAFT00805047126	ENSCAFG00805026015	2.09657	5.32318	0	4.39759	3.18125	0	1.0653	0
ENSCAFT00805047127	ENSCAFG00805025905	0	0	0	0	0	0	0	0
ENSCAFT00805047128	ENSCAFG00805026011	0	0	0	0	0	0	0	0
ENSCAFT00805047129	ENSCAFG00805025996	8.23052	3.13222	0	11.48452	4.05956	0	7.46759	0
ENSCAFT00805047130	ENSCAFG00805025988	80	103	86	201	49	155	220	46
ENSCAFT00805047131	ENSCAFG00805026028	5.93439	7.19577	6.30817	13.37226	3.3945	6.75565	10.0068	4.18831
ENSCAFT00805047132	ENSCAFG00805025920	0	1.01741	1.01097	0	0	0	0	0
ENSCAFT00805047133	ENSCAFG00805026000	0	0	0	0	0	0	0	0
ENSCAFT00805047134	ENSCAFG00805026013	0	24.16128	19.13007	25.05819	11.21459	13	21	26.85826
ENSCAFT00805047135	ENSCAFG00805025995	25	227.06383	15	14	0	100	160	0
ENSCAFT00805047136	ENSCAFG00805026039	0	0	0	0	0	0	0	0
ENSCAFT00805047137	ENSCAFG00805026036	0	0	0	0	0	0	0	0
ENSCAFT00805047138	ENSCAFG00805026038	0	1	0	0	0	0	0	0
ENSCAFT00805047139	ENSCAFG00805026026	280	488	481	457	121	261	278	184
ENSCAFT00805047140	ENSCAFG00805026037	66.04132	171.05528	291.04762	274.41016	90.12048	217.12355	293.0403	158.80374
